HLF+/+ ND			HLF+/- ND			HLF+/+ HFD			HLF+/- HFD		
3.970373	3.886927	3.890347	3.238172	2.998604	4.666749	4.220633	3.249257	4.919203	4.768461	3.711816	4.305306
3.988504	3.886927	3.970598	3.338454	3.000608	4.676378	4.220633	3.249257	5.364801	4.768461	3.782986	4.309786
3.988505	3.886927	4.044377	3.412101	3.016951	4.696077	4.220633	3.249257	5.396882	4.768581	3.792526	4.309786
3.993613	3.886927	4.058742	3.415721	3.019512	4.696077	4.220633	3.249257	5.396882	4.770821	3.832976	4.309786
4.002187	3.886927	4.058742	3.426439	3.034523	4.696077	4.220633	3.249257	5.396882	4.770831	3.888766	4.338986
4.002355	3.886927	4.058742	3.511386	3.773295	4.696077	4.220633	3.249257	5.396882	4.770831	3.944426	4.380666
4.005867	3.886931	4.058742	3.610521	3.942063	4.723896	4.220633	3.249257	5.396882	4.770831	3.993666	4.381446
4.012422	3.891414	4.058742	3.686848	3.942063	4.831877	4.220633	3.249257	5.396882	4.770831	4.143196	4.381446
4.012488	3.897969	4.058742	3.691976	3.942063	4.944888	4.220633	3.249257	5.396882	4.772671	4.258406	4.402726
4.013124	3.899149	4.058742	3.691976	3.942063	5.023668	4.220633	3.249257	5.396882	4.789261	4.262246	4.486356
4.018332	3.906017	4.058742	3.691976	3.942063	5.026444	4.220633	3.249257	5.396882	4.868501	4.262246	4.517876
4.039051	3.944653	4.058742	3.691976	3.942063	5.026444	4.220633	3.249257	5.396882	4.967781	4.262246	4.517876
4.045748	4.126746	4.058742	3.691976	3.942063	5.026444	4.220633	3.249257	5.396882	5.064901	4.262246	4.517876
4.045748	4.168028	4.058742	3.691976	3.942063	5.026444	4.220633	3.249257	5.396882	5.096011	4.262246	4.517876
4.045748	4.168028	4.058742	3.691976	3.942063	5.026444	4.220633	3.249257	5.396882	5.096011	4.262246	4.517876
4.047722	4.168028	4.058742	3.691976	3.942063	5.026444	4.220633	3.249257	5.396882	5.096011	4.262246	4.517876
4.048351	4.168028	4.058742	3.701597	3.942063	5.026444	4.220633	3.249257	5.407156	5.096011	4.262246	4.517876
4.048351	4.168028	4.058881	3.73388	3.942063	5.026444	4.220633	3.249257	5.432487	5.096011	4.262246	4.517876
4.048351	4.168028	4.074922	3.734094	3.942063	5.026444	4.220633	3.249257	5.444923	5.096011	4.262246	4.543786
4.048351	4.168028	4.088235	3.750329	3.942063	5.026444	4.220633	3.249257	5.444923	5.096011	4.262246	4.627046
4.048351	4.170021	4.088235	3.791808	3.942063	5.05129	4.220633	3.249257	5.444923	5.096011	4.262246	4.664446
4.048351	4.172989	4.088235	3.829924	3.942063	5.132826	4.220633	3.249257	5.444923	5.096011	4.262246	4.664446
4.048351	4.172989	4.088235	3.83699	3.942063	5.139898	4.222633	3.249257	5.444923	5.096011	4.262246	4.664446
4.057231	4.172989	4.088235	3.83699	3.942063	5.139898	4.224853	3.251057	5.444923	5.096011	4.262246	4.664446
4.062752	4.172989	4.088235	3.83699	3.942063	5.139898	4.243533	3.254575	5.444923	5.096011	4.262246	4.664446
4.062752	4.172989	4.094974	3.83699	3.942063	5.139898	4.264813	3.254575	5.444923	5.463321	4.262246	4.664446
4.062752	4.172989	4.11242	3.83699	3.942063	5.165343	4.270733	3.254575	5.444923	5.606171	4.262246	4.664446
4.062752	4.172989	4.119159	3.83699	3.942063	5.241221	4.275643	3.254575	5.444923	5.607541	4.269396	4.664446
4.062752	4.173032	4.119159	3.83699	3.954706	5.288218	4.315243	3.263172	5.444923	5.609821	4.365316	4.664446
4.077413	4.204332	4.119159	3.83699	4.003547	5.288728	4.318473	3.284935	5.444923	5.612111	4.453786	4.664446
4.09007	4.255324	4.119159	3.83699	4.0056	5.288728	4.319033	3.284971	5.444923	5.614401	4.457766	4.693136
4.09007	4.262651	4.119159	3.836997	4.0056	5.292925	4.338753	3.284971	5.444923	5.616491	4.457766	4.757856
4.09007	4.262651	4.119159	3.941412	4.0056	5.32124	4.343893	3.311323	5.444923	5.616881	4.457766	4.767346
4.09007	4.262651	4.119159	4.094326	4.0056	5.322355	4.343893	3.388189	5.444923	5.616881	4.457766	4.767346
4.09007	4.262651	4.119159	4.102668	4.0056	5.322355	4.343893	3.39619	5.444923	5.616881	4.457766	4.767346
4.09007	4.262651	4.119159	4.102668	4.0056	5.322355	4.343893	3.39619	5.444923	5.616881	4.457766	4.768226
4.09007	4.262651	4.119159	4.102668	4.0056	5.322355	4.343893	3.39619	5.444923	5.616881	4.457766	4.805186
4.09007	4.262651	4.119159	4.102668	4.0056	5.322355	4.343893	3.39619	5.444923	5.616881	4.457766	4.860976
4.090166	4.262651	4.119159	4.102668	4.0056	5.322355	4.344213	3.39619	5.444923	5.616881	4.457766	4.893076
4.127729	4.262651	4.119159	4.102668	4.0056	5.322355	4.364023	3.39619	5.444923	5.616881	4.457766	4.893246
4.141437	4.262651	4.119159	4.102668	4.0056	5.322355	4.371583	3.39619	5.444923	5.616881	4.457766	4.893246
4.141437	4.262651	4.119159	4.102668	4.0056	5.325381	4.371583	3.39619	5.444923	5.616881	4.457766	4.893246
4.141437	4.262651	4.119159	4.106717	4.0056	5.402893	4.371583	3.39619	5.455582	5.616881	4.457766	4.893246
4.145056	4.262651	4.119159	4.112084	4.0056	5.491297	4.371583	3.39619	5.547839	5.616881	4.457766	4.893246
4.145989	4.276707	4.119159	4.112084	4.005758	5.499139	4.371583	3.39619	5.634631	5.616881	4.457766	4.893246
4.145989	4.326111	4.119159	4.18749	4.010767	5.499139	4.375573	3.39619	5.641647	5.616881	4.457766	4.893246
4.150843	4.335097	4.119208	4.332274	4.015249	5.499139	4.395443	3.39619	5.641647	5.616881	4.458526	4.893246
4.269273	4.335097	4.154814	4.339174	4.017364	5.499139	4.397403	3.39619	5.641647	5.617031	4.516006	4.893246
4.435498	4.335097	4.221047	4.339174	4.035437	5.528524	4.397403	3.39619	5.641647	5.626611	4.608706	4.893246
4.565337	4.335097	4.266349	4.339174	4.056829	5.551301	4.397403	3.39619	5.641647	5.641771	4.666186	4.893656
4.574851	4.33808	4.267741	4.339174	4.065943	5.551301	4.397403	3.39619	5.641647	5.656931	4.666956	4.905346
4.574851	4.35798	4.267741	4.339174	4.065943	5.551301	4.397403	3.39619	5.641647	5.672101	4.666956	4.912266
4.574851	4.358157	4.267741	4.339174	4.065943	5.551301	4.397403	3.39619	5.641647	5.687261	4.667416	4.912266
4.574851	4.358157	4.267741	4.339174	4.065943	5.551301	4.397403	3.400136	5.641647	5.702421	4.670466	4.912266
4.574851	4.358157	4.267741	4.352833	4.066208	5.551301	4.397403	3.402842	5.641647	5.717181	4.685486	4.912266
4.574851	4.358157	4.267741	4.402432	4.067954	5.551301	4.397403	3.402842	5.641647	5.725361	4.747816	4.912266
4.574851	4.358157	4.267741	4.45393	4.067954	5.551301	4.397403	3.402842	5.641647	5.753291	4.813626	4.912266
4.574851	4.358157	4.267741	4.503434	4.067954	5.551301	4.397403	3.417216	5.641647	5.779371	4.879426	4.912266
4.574851	4.358157	4.267741	4.525282	4.067954	5.554521	4.398983	3.508143	5.641647	5.781681	4.942746	4.912266
4.574851	4.358157	4.267741	4.628027	4.067954	5.618637	4.400083	3.537308	5.641647	5.781681	4.960036	4.912266
4.581462	4.358157	4.267741	4.704901	4.067954	5.690968	4.405283	3.537308	5.641647	5.781681	4.960036	4.912266
4.631391	4.358157	4.267741	4.743477	4.067954	5.698482	4.436373	3.537308	5.641647	5.781681	4.960036	4.912266
4.663922	4.358157	4.267741	4.760384	4.067954	5.712086	4.466573	3.537308	5.641647	5.781681	4.960036	4.912266
4.664044	4.358157	4.267741	4.765553	4.067954	5.785273	4.480073	3.537308	5.641647	5.782961	4.960036	4.912266
4.664044	4.358157	4.267741	4.767079	4.067954	5.809212	4.552593	3.537308	5.641647	5.783301	4.960036	4.912266
4.664044	4.358157	4.267741	4.767079	4.067954	5.809369	4.570173	3.537308	5.642368	5.785901	4.960036	4.912266
4.671016	4.358157	4.267741	4.767079	4.067954	5.812398	4.585063	3.537308	5.674507	5.800591	4.960036	4.912266
4.702631	4.358157	4.267741	4.767079	4.067954	5.812401	4.588323	3.537308	5.715714	5.807221	4.960036	4.912266
4.703206	4.358157	4.267741	4.767079	4.067954	5.812401	4.593803	3.537308	5.720414	5.807221	4.960036	4.912266
4.703206	4.358157	4.267741	4.767079	4.067954	5.812401	4.596693	3.537308	5.720414	5.807221	4.960036	4.912266
4.703206	4.358157	4.267741	4.767079	4.067954	5.812401	4.630053	3.537308	5.720414	5.807221	4.960036	4.912266
4.703206	4.358157	4.267741	4.767149	4.067954	5.812401	4.681153	3.537308	5.720414	5.808031	4.960036	4.912266
4.703206	4.358157	4.267741	4.810394	4.067954	5.812401	4.703533	3.78587	5.720414	5.811301	4.960036	4.912266
4.703206	4.358157	4.267741	4.889831	4.067954	5.812401	4.703533	4.234034	5.720414	5.814731	4.991316	4.912266
4.703206	4.358157	4.267741	4.921146	4.067954	5.830889	4.703533	4.235796	5.720414	5.818151	5.053406	4.912266
4.703206	4.358157	4.267741	4.921146	4.067954	5.946015	4.703533	4.235796	5.720414	5.820551	5.058706	4.912266
4.703206	4.358157	4.267741	4.921146	4.067954	5.98858	4.703533	4.235796	5.720414	5.837431	5.058706	4.912266
4.714188	4.358157	4.267741	4.921146	4.067954	5.98858	4.703533	4.235796	5.720414	5.857151	5.058706	4.912266
4.735665	4.358157	4.267741	4.921146	4.067954	5.98858	4.703533	4.235796	5.720414	5.867961	5.058706	4.912266
4.735665	4.358301	4.267741	4.921146	4.067954	5.98858	4.703533	4.235796	5.720414	5.896601	5.058706	4.912266
4.735665	4.400821	4.267741	4.921146	4.067954	5.98858	4.703533	4.235796	5.720414	5.907581	5.058806	4.912266
4.735665	4.456077	4.267741	4.921146	4.067954	5.98858	4.703533	4.235796	5.720414	5.907581	5.065446	4.912266
4.735665	4.458677	4.267741	4.921146	4.067954	5.98858	4.703533	4.235796	5.720414	5.907581	5.104976	4.921416
4.735665	4.458677	4.267741	4.922819	4.067954	5.990437	4.703533	4.235796	5.720414	5.907581	5.188896	4.954766
4.735665	4.458677	4.267741	5.019734	4.067954	6.007916	4.703803	4.235796	5.758736	5.919491	5.206466	4.966066
4.759797	4.458677	4.267741	5.158913	4.067954	6.009703	4.709813	4.235796	5.81755	5.966901	5.209456	4.966436
4.814553	4.458677	4.267741	5.201413	4.067954	6.012618	4.718023	4.235796	5.821502	6.007271	5.209646	5.009446
4.825902	4.458677	4.296508	5.279748	4.067954	6.062008	4.747153	4.235796	5.821502	6.012961	5.209646	5.068346
4.825902	4.458677	4.357424	5.301757	4.067954	6.127526	4.773543	4.235796	5.821502	6.014731	5.209646	5.073976
4.825902	4.458677	4.418364	5.301757	4.067954	6.185651	4.776993	4.235796	5.821502	6.014731	5.209646	5.083366
4.825902	4.458677	4.45132	5.301757	4.068909	6.19468	4.776993	4.235796	5.821502	6.014731	5.225636	5.095486
4.825902	4.458677	4.451373	5.301757	4.088918	6.19468	4.786153	4.235796	5.821502	6.014731	5.306816	5.095486
4.825902	4.458677	4.451373	5.301757	4.102599	6.19468	4.831043	4.235796	5.821502	6.014731	5.322806	5.095486
4.825902	4.458677	4.451373	5.301757	4.115291	6.19468	4.847613	4.235796	5.821502	6.014731	5.323156	5.120216
4.825902	4.458677	4.451373	5.301757	4.115291	6.19468	4.847613	4.235796	5.821502	6.014731	5.325726	5.195666
4.825902	4.458677	4.451373	5.301757	4.115291	6.19468	4.847613	4.235796	5.821502	6.014731	5.325856	5.272526
4.825902	4.458677	4.451373	5.301757	4.115291	6.19468	4.847613	4.235796	5.821502	6.014731	5.325856	5.307136
4.825902	4.458677	4.451373	5.301757	4.115291	6.19468	4.847613	4.235796	5.821502	6.014731	5.325856	5.307136
4.825902	4.458677	4.451373	5.301757	4.115291	6.19468	4.847613	4.235796	5.821502	6.014731	5.325856	5.307136
4.825902	4.458677	4.451373	5.301757	4.115291	6.19468	4.847613	4.235796	5.821502	6.014731	5.325856	5.307136
4.830831	4.458677	4.451373	5.301757	4.115291	6.203443	4.861113	4.235796	5.821502	6.014731	5.325856	5.307136
4.89589	4.458677	4.451373	5.301757	4.115291	6.261108	4.879633	4.235796	5.821502	6.014791	5.325856	5.307136
4.978716	4.458677	4.451373	5.301757	4.115291	6.293615	4.879633	4.235796	5.821502	6.020621	5.325856	5.307136
5.061543	4.458677	4.451373	5.301757	4.115291	6.293615	4.879633	4.235796	5.821502	6.029121	5.325856	5.307136
