HLF+/+HFD			HLF-/-HFD		
2.096255	1.910197	2.602708	2.582741	2.510103	2.343347
2.096255	1.910197	2.602708	2.625611	2.510103	2.343347
2.096255	1.910197	2.602708	2.625611	2.510103	2.343347
2.096255	1.910197	2.602708	2.625611	2.510103	2.343347
2.096255	1.910197	2.602708	2.625611	2.510103	2.343347
2.096255	1.910197	2.602708	2.625611	2.534444	2.343347
2.096255	1.910197	2.602708	2.625611	2.561709	2.384387
2.096255	1.910197	2.602708	2.625611	2.561709	2.549208
2.096255	1.910197	2.602708	2.625611	2.561709	2.722443
2.096255	1.910197	2.602708	2.625611	2.561709	2.825258
2.096255	1.910197	2.602708	2.652919	2.561709	2.827799
2.096255	1.910197	2.606581	2.718893	2.561709	2.835096
2.096255	1.910197	2.657707	2.734842	2.561709	2.835142
2.096255	1.910197	2.713711	2.734842	2.561709	2.835142
2.096255	1.910197	2.720952	2.734842	2.561709	2.835142
2.096255	1.936118	2.720952	2.734842	2.561709	2.835142
2.096255	2.012518	2.720952	2.734842	2.561709	2.835142
2.096255	2.012518	2.720952	2.734842	2.561709	2.836721
2.096255	2.012518	2.729973	2.742347	2.561709	2.846971
2.096255	2.012518	2.778536	2.800886	2.561709	2.847025
2.097071	2.012518	2.809274	2.806597	2.628736	2.908806
2.127691	2.012518	2.89685	2.806597	2.670109	2.932461
2.146002	2.012518	2.904851	2.806597	2.670109	2.939918
2.146002	2.012518	2.904851	2.835649	2.670109	2.939918
2.146002	2.012518	2.904851	2.863938	2.670109	2.939918
2.146002	2.012518	2.904851	2.863938	2.670109	2.939918
2.146002	2.012518	2.905336	2.863938	2.670109	2.939918
2.146002	2.012518	2.96131	2.863938	2.670109	2.939918
2.146002	2.012518	3.047328	2.896625	2.670109	2.939918
2.146002	2.012518	3.063754	2.94921	2.670109	2.939918
2.146002	2.039875	3.072033	2.94921	2.670109	2.939918
2.146002	2.077385	3.176691	2.94921	2.670109	2.939918
2.149164	2.077541	3.199323	2.94921	2.70332	2.939918
2.205626	2.077541	3.218871	2.94921	2.787326	2.939918
2.217081	2.138688	3.239315	2.94921	2.787326	2.939918
2.217081	2.169723	3.277598	2.94921	2.787326	2.939919
2.217081	2.169723	3.299201	2.94921	2.787326	2.94516
2.228165	2.169723	3.299201	2.94921	2.787326	2.948704
2.295799	2.169723	3.299201	2.94921	2.787326	2.955803
2.310546	2.169723	3.299201	2.98199	2.787326	2.970783
2.330163	2.169723	3.299201	2.998503	2.856602	2.971984
2.330518	2.169723	3.299201	2.998503	2.915448	2.979175
2.330518	2.169723	3.299201	2.998503	2.927314	2.980022
2.330518	2.169723	3.299201	2.998503	2.927314	2.984975
2.330518	2.208169	3.348256	2.998503	2.931747	3.045289
2.330518	2.335934	3.474487	3.04426	2.934099	3.109228
2.330518	2.467326	3.593188	3.167974	2.934099	3.132905
2.330518	2.582838	3.62602	3.167974	2.934099	3.136851
2.330518	2.599814	3.642862	3.167974	2.934099	3.137269
2.330518	2.628769	3.688535	3.167974	2.934099	3.142203
2.330518	2.708947	3.759867	3.168212	2.942662	3.151227
2.330518	2.71937	3.782125	3.173222	3.09009	3.166819
2.330518	2.71937	3.785907	3.173282	3.093859	3.166819
2.330518	2.74491	3.785907	3.180995	3.093859	3.167541
2.333669	2.878656	3.785907	3.304841	3.093859	3.169916
2.359923	2.950884	3.788064	3.36787	3.093859	3.194115
2.387385	2.950884	3.844729	3.449254	3.093859	3.207443
2.393411	2.950884	3.888463	3.48515	3.093859	3.210367
2.413622	2.950884	3.888544	3.48515	3.093859	3.210367
2.438871	2.950884	3.888544	3.48515	3.093859	3.210367
2.464119	2.950884	3.888544	3.48515	3.09433	3.210367
2.487263	2.950884	3.888544	3.48515	3.203505	3.210367
2.499158	2.950884	3.888544	3.48515	3.264142	3.222507
2.552795	2.996488	3.888544	3.48515	3.264142	3.331765
2.570519	3.150021	3.888544	3.48515	3.264142	3.331765
2.570519	3.17252	3.888544	3.48515	3.264142	3.340527
2.570519	3.187479	3.888544	3.48515	3.264142	3.367774
2.664146	3.199292	3.888544	3.48515	3.264142	3.367774
2.69185	3.207006	3.888544	3.487879	3.264142	3.367774
2.69185	3.207006	3.888544	3.571571	3.264142	3.367774
2.69185	3.207006	3.888544	3.605082	3.264142	3.367774
